"imno","filnamn","P_Acer","P_Aesculus","P_Brassicaceae","P_Centaurea.cyanus","P_Cytisus","P_Glechoma.hederacea","P_Laburnum","P_Lamium","P_Lonicera","P_Lupinus","P_Papaver","P_Phacelia","P_Pinaceae","P_Potentilla.group","P_Prunus.group","P_Prunus.groupB","P_Pulmonaria.group","P_Quercus","P_Rhododendron","P_Robinia","P_Salix","P_Sambucus","P_Symphytum","P_Taraxacum","P_Tilia","P_Trifolium.pratense","P_Trifolium.repens.group","P_Viola.arvensis.group","P_zzRaisins","n","S"
1001828,"BB_70_BrA2_R1 1001828",138,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,54,201,2.1997959769077
1001961,"BB_702_RySA1_R1 1001961",13,0,2,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,157,1.63320414020059
1001905,"BB_706_KrA1_R1 1001905",0,0,2,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,30,175,1.67942058298863
1001949,"BB_708_RyNA1_R1 1001949",0,0,0,0,0,24,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,159,2.18257886796337
1002091,"BB_720_NaVA1_R2 1002091",0,225,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,251,1.46756026824089
1001883,"BB_722_KaA2_R1 1001883",0,0,0,0,0,0,0,0,4,0,0,0,1,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,11,151,1.52251737286985
1002119,"BB_727_StMA2_R2 1002119",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14,1
1001903,"BB_735_KrA1_R1 1001903",150,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,24,178,1.6691599906025
1002011,"BB_741_BrA2_R2 1002011",0,58,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,94,240,2.93943653267279
1001909,"BB_745_KrA2_R1 1001909",0,0,0,0,0,0,0,0,0,0,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,39,68,2.3475926350033
1002194,"BB_75_BoA3_R3 1002194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,0,0,0,28,152,1.6123913907092
1001957,"BB_758_RyNA3_R1 1001957",0,0,0,0,0,0,0,1,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,64,228,1.85958859501742
1001843,"BB_761_ChA1_R1 1001843",0,0,0,0,0,0,0,0,0,0,0,0,1,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,12,156,1.362655129348
1001978,"BB_762_StMA3_R1 1001978",0,0,1,0,0,0,0,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,148,1.48088557614426
1001850,"BB_777_ChA2_R1 1001850",134,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,153,1.49299304047245
1001954,"BB_782_RyNA2_R1 1001954",0,0,61,0,0,0,0,0,0,0,0,0,4,0,76,0,0,0,0,0,1,0,0,21,0,0,0,0,22,185,3.8290419338025
1001836,"BB_787_BrA2_R1 1001836",0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,6,182,1.32785653511225
1002120,"BB_789_StMA2_R2 1002120",0,0,1,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,205,1.884522406723
1002212,"BB_79_RyNA3_R3 1002212",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,144,0,0,0,0,0,0,0,0,0,0,0,20,171,1.72169767264288
1001966,"BB_795_RySA2_R1 1001966",137,0,17,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,173,2.0947957924752
1001939,"BB_797_NaVA2_R1 1001939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,13,189,1.28464149629861
1001851,"BB_805_ChA2_R1 1001851",0,0,0,0,0,0,0,219,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,240,1.38296994982914
1001950,"BB_810_RyNA1_R1 1001950",106,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,7,151,2.35891342305652
1001855,"BB_814_HoA2_R1 1001855",0,0,137,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,203,2.27317553312948
1002140,"BB_82_StMA2_R2-2 1002140",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,28,200,1.54602387683797
1001832,"BB_827_BrA2_R1 1001832",111,0,1,0,0,0,0,6,0,0,0,0,0,7,0,0,0,0,0,0,0,0,21,0,0,0,0,0,32,178,3.08262609912968
1002143,"BB_83_StMA3_R2-2 1002143",0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,2.27896121459488
1002128,"BB_835_StMA3_R2 1002128",0,10,0,0,0,0,0,0,0,0,0,0,1,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,34,202,1.95595407523477
1001823,"BB_840_BoA3_R1 1001823",0,0,13,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,146,0,0,0,0,0,0,0,12,208,2.44350505791779
1002098,"BB_842_NaVA2_R2 1002098",0,0,0,0,0,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,207,1.66684531511641
1002010,"BB_85_BrA2_R2 1002010",140,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,172,1.86550661409803
1001852,"BB_850_ChA3_R1 1001852",9,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,11,211,1.50428919261209
1001964,"BB_857_RySA1_R1 1001964",138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,146,1.26243497754501
1001965,"BB_860_RySA1_R1 1001965",0,0,0,0,0,0,0,0,1,0,0,0,2,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,15,167,1.49459580635719
1002129,"BB_861_StMA3_R2 1002129",0,93,0,0,0,0,0,0,11,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,27,192,3.17434760550206
1001833,"BB_866_BrA2_R1 1001833",168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,197,1.5186709362029
1002121,"BB_868_StMA2_R2 1002121",0,0,0,0,0,0,0,0,5,0,0,0,0,0,78,81,0,0,0,0,0,0,0,0,0,0,0,0,13,177,2.74937767052596
1002165,"BB_87_NaVA1_R2-2 1002165",0,1,0,0,0,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,165,1.51790149735735
1002012,"BB_873_BrA2_R2 1002012",0,148,0,0,0,0,0,0,0,0,0,0,1,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,24,221,2.37662508132018
1001884,"BB_877_KaA2_R1 1001884",162,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,10,176,1.40217945336303
1001906,"BB_893_KrA1_R1 1001906",0,0,2,0,0,0,0,3,0,0,0,0,9,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,107,239,2.52618937038168
1001856,"BB_899_HoA2_R1 1001856",0,0,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,154,1.20310702625738
1002168,"BB_90_NaVA2_R2-2 1002168",0,4,22,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,164,1.81018154067036
1001938,"BB_900_NaVA2_R1 1001938",0,0,248,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,254,1.13027633435177
1002105,"BB_906_NaVA3_R2 1002105",0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,188,1.21191550909267
1002130,"BB_907_StMA3_R2 1002130",0,0,0,0,0,0,0,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,166,1.4787072338039
1001846,"BB_909_ChA1_R1 1001846",0,0,0,0,0,0,0,137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,142,1.18534556888114
1001985,"BB_91_BoA1_R2 1001985",0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,45,1.41741118113173
1001907,"BB_910_KrA1_R1 1001907",0,0,0,0,0,0,0,6,0,0,0,0,1,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,20,166,1.74092228795274
1001967,"BB_916_RySA2_R1 1001967",0,0,0,0,0,0,0,138,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,167,1.80036011447149
1002060,"BB_92_KrA3_R2 1002060",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
1001940,"BB_922_NaVA2_R1 1001940",0,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,184,1.4067322405582
1002122,"BB_927_StMA2_R2 1002122",1,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,204,1.84463794913069
1002028,"BB_93_HoA1_R2 1002028",0,0,244,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,246,1.05427753904647
1001971,"BB_935_RySA3_R1 1001971",0,0,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,217,1.25447084903183
1002131,"BB_938_StMA3_R2 1002131",0,22,1,0,0,0,0,0,2,0,0,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,16,193,2.04761827897624
1002108,"BB_94_RyNA1_R2 1002108",0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,167,1.37097809052014
1001927,"BB_940_NaOA3_R1 1001927",0,0,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,198,1.7399532229316
1001919,"BB_947_NaOA2_R1 1001919",152,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,156,1.14685100620982
1001972,"BB_948_RySA3_R1 1001972",0,0,0,0,0,0,0,0,142,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,216,361,2.05324454635066
1001941,"BB_949_NaVA2_R1 1001941",45,0,5,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,8,160,2.46418915375199
1002099,"BB_952_NaVA2_R2 1002099",0,71,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,14,183,2.45573636716162
1002106,"BB_958_NaVA3_R2 1002106",0,0,1,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,229,1.26285743148127
1001870,"BB_963_JoA2_R1 1001870",0,0,1,0,0,0,0,0,0,0,0,0,1,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,7,159,1.29203794426415
1002107,"BB_964_NaVA3_R2 1002107",1,1,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,73,1.30913738908655
1001973,"BB_966_RySA3_R1 1001973",0,0,0,0,0,0,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,161,1.09710222669811
1001834,"BB_967_BrA2_R1 1001834",1,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,13,143,2.00821112048636
1002181,"BB_97_NaVA3_R2-2 1002181",0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,187,1.19325276420735
1001857,"BB_974_HoA2_R1 1001857",0,0,211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,220,1.1862802887505
1001955,"BB_978_RyNA2_R1 1001955",0,0,0,0,0,0,0,203,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,225,1.50649013983006
1002123,"BB_985_StMA2_R2 1002123",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,30,184,1.55999462535469
1002013,"BB_988_BrA2_R2 1002013",0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,1.86094863133081
1002014,"BB_994_BrA2_R2 1002014",0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,34,1.51827255547364
1001942,"BB_998_NaVA2_R1 1001942",0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,195,1.24160935463659
